Season,Team,WinPercent
A,692,0.52
A,693,0.333333333
A,694,0
A,695,0.483870968
A,696,0.48
A,697,0
A,698,0.533333333
A,699,0.551724138
A,700,0.222222222
A,701,0.866666667
A,702,0.4
A,703,0.724137931
A,704,0.464285714
A,705,0.192307692
A,706,0
A,707,0
A,708,0.666666667
A,709,0
A,710,0
A,711,0.535714286
A,712,0.142857143
A,713,0.166666667
A,714,0.518518519
A,715,0.259259259
A,716,0.2
A,717,0.333333333
A,718,0
A,719,0.517241379
A,720,0.37037037
A,721,0.586206897
A,722,0.615384615
A,723,0.566666667
A,724,0.64
A,725,0.5
A,726,0.153846154
A,727,0.538461538
A,728,0.62962963
A,729,0.777777778
A,730,0.333333333
A,731,0.37037037
A,732,0.62962963
A,733,0
A,734,0
A,735,0
A,736,0.769230769
A,737,0.607142857
A,738,0.833333333
A,739,0
A,740,0.48
A,741,0.580645161
A,742,0.5
A,743,0.285714286
A,744,0.633333333
A,745,0.148148148
A,746,0.307692308
A,747,0.730769231
A,748,0
A,749,0.37037037
A,750,0
A,751,0.44
A,752,0.56
A,753,0.481481481
A,754,0.481481481
A,755,0.52
A,756,0.448275862
A,757,0.423076923
A,758,0.703703704
A,759,0
A,760,0
A,761,0.52
A,762,0.269230769
A,763,0
A,764,0.428571429
A,765,0.576923077
A,766,0.185185185
A,767,0.230769231
A,768,0.423076923
A,769,0.607142857
A,770,0
A,771,0.428571429
A,772,0.423076923
A,773,0.52
A,774,0.458333333
A,775,0.357142857
A,776,0.333333333
A,777,0.481481481
A,778,0.407407407
A,779,0.555555556
A,780,0.551724138
A,781,0.444444444
A,782,0.555555556
A,783,0.703703704
A,784,0.32
A,785,0
A,786,0.75
A,787,0
A,788,0.5
A,789,0.612903226
A,790,0.5
A,791,0.555555556
A,792,0.4
A,793,0.689655172
A,794,0.407407407
A,795,0.375
A,796,0.965517241
A,797,0.416666667
A,798,0.517241379
A,799,0.555555556
A,800,0.36
A,801,0.666666667
A,802,0.75862069
A,803,0.296296296
A,804,0.391304348
A,805,0.5
A,806,0
A,807,0.555555556
A,808,0
A,809,0.357142857
A,810,0.766666667
A,811,0.538461538
A,812,0.535714286
A,813,0.185185185
A,814,0.583333333
A,815,0.689655172
A,816,0.448275862
A,817,0.384615385
A,818,0.366666667
A,819,0.4
A,820,0.5
A,821,0.793103448
A,822,0.482758621
A,823,0
A,824,0.423076923
A,825,0.75
A,826,0.655172414
A,827,0.551724138
A,828,0.44
A,829,0.806451613
A,830,0.444444444
A,831,0.814814815
A,832,0.6
A,833,0.576923077
A,834,0.555555556
A,835,0.5
A,836,0.555555556
A,837,0
A,838,0.37037037
A,839,0.821428571
A,840,0.592592593
A,841,0.592592593
A,842,0.642857143
A,843,0.444444444
A,844,0.888888889
A,845,0.307692308
A,846,0.275862069
A,847,0.36
A,848,0.24
A,849,0.517241379
A,850,0.043478261
A,851,0.5
A,852,0.423076923
A,853,0.464285714
A,854,0.28
A,855,0.4
A,856,0
B,501,0
B,502,0.181818182
B,503,0.28
B,504,0.548387097
B,505,0
B,506,0.285714286
B,507,0
B,508,0.384615385
B,509,0.384615385
B,510,0.461538462
B,511,0.678571429
B,512,0.285714286
B,513,0.592592593
B,514,0.153846154
B,515,0.555555556
B,516,0.52
B,517,0.333333333
B,518,0.5
B,519,0.517241379
B,520,0.535714286
B,521,0.586206897
B,522,0
B,523,0.407407407
B,524,0
B,525,0
B,526,0.518518519
B,527,0.724137931
B,528,0.862068966
B,529,0.7
B,530,0.571428571
B,531,0.153846154
B,532,0
B,533,0.607142857
B,534,0.607142857
B,535,0.7
B,536,0.038461538
B,537,0.24
B,538,0.407407407
B,539,0.724137931
B,540,0.333333333
B,541,0.586206897
B,542,0
B,543,0.28
B,544,0.296296296
B,545,0.555555556
B,546,0.724137931
B,547,0.642857143
B,548,0.148148148
B,549,0.78125
B,550,0.391304348
B,551,0.7
B,552,0.321428571
B,553,0.375
B,554,0.925925926
B,555,0.428571429
B,556,0.7
B,557,0.653846154
B,558,0.2
B,559,0.5
B,560,0.724137931
B,561,0.56
B,562,0.5
B,563,0
B,564,0.481481481
B,565,0.464285714
B,566,0.12
B,567,0.68
B,568,0.6
B,569,0.481481481
B,570,0.448275862
B,571,0.259259259
B,572,0
B,573,0.115384615
B,574,0.535714286
B,575,0.071428571
B,576,0.733333333
B,577,0.741935484
B,578,0.333333333
B,579,0.4
B,580,0.28
B,581,0.655172414
B,582,0.24
B,583,0.615384615
B,584,0
B,585,0
B,586,0.2
B,587,0.548387097
B,588,0.642857143
B,589,0.379310345
B,590,0.56
B,591,0
B,592,0.413793103
B,593,0.296296296
B,594,0.551724138
B,595,0.592592593
B,596,0.222222222
B,597,0.633333333
B,598,0.32
B,599,0.535714286
B,600,0.307692308
B,601,0
B,602,0.37037037
B,603,0.678571429
B,604,0.75
B,605,0.32
B,606,0.333333333
B,607,0.52
B,608,0.36
B,609,0
B,610,0.296296296
B,611,0.607142857
B,612,0.64
B,613,0.740740741
B,614,0
B,615,0.423076923
B,616,0.296296296
B,617,0.384615385
B,618,0
B,619,0.269230769
B,620,0.32
B,621,0.5
B,622,0.517241379
B,623,0.7
B,624,0.827586207
B,625,0.6875
B,626,0.428571429
B,627,0.75862069
B,628,0.689655172
B,629,0.714285714
B,630,0
B,631,0
B,632,0.464285714
B,633,0.178571429
B,634,0.36
B,635,0.535714286
B,636,0.96875
B,637,0.37037037
B,638,0
B,639,0.28
B,640,0.878787879
B,641,0.37037037
B,642,0.346153846
B,643,0.52
B,644,0.037037037
B,645,0.689655172
B,646,0
B,647,0.481481481
B,648,0.724137931
B,649,0
B,650,0.518518519
B,651,0.741935484
B,652,0.222222222
B,653,0.481481481
B,654,0.444444444
B,655,0.333333333
B,656,0
B,657,0.357142857
B,658,0.333333333
B,659,0.214285714
B,660,0.733333333
B,661,0.678571429
B,662,0.677419355
B,663,0.580645161
B,664,0.571428571
B,665,0.32
B,666,0.533333333
B,667,0.083333333
B,668,0.571428571
B,669,0.724137931
B,670,0.633333333
B,671,0.592592593
B,672,0.571428571
B,673,0.896551724
B,674,0.714285714
B,675,0.379310345
B,676,0.46875
B,677,0.32
B,678,0.75
B,679,0.620689655
B,680,0.655172414
B,681,0.481481481
B,682,0.24
B,683,0.333333333
B,684,0
B,685,0.655172414
B,686,0.518518519
B,687,0.653846154
B,688,0
B,689,0
B,690,0.407407407
B,691,0
B,692,0.692307692
B,693,0.52
B,694,0
B,695,0.533333333
B,696,0.56
B,697,0
B,698,0.533333333
B,699,0.678571429
B,700,0.259259259
B,701,0.766666667
B,702,0.666666667
B,703,0.785714286
B,704,0.392857143
B,705,0.333333333
B,706,0
B,707,0
B,708,0.8
B,709,0
B,710,0
B,711,0.304347826
B,712,0.259259259
B,713,0.769230769
B,714,0.571428571
B,715,0.24137931
B,716,0.444444444
B,717,0.518518519
B,718,0
B,719,0.615384615
B,720,0.37037037
B,721,0.655172414
B,722,0.533333333
B,723,0.6875
B,724,0.76
B,725,0.62962963
B,726,0.230769231
B,727,0.814814815
B,728,0.461538462
B,729,0.37037037
B,730,0.192307692
B,731,0.533333333
B,732,0.307692308
B,733,0.260869565
B,734,0.291666667
B,735,0
B,736,0.884615385
B,737,0.64516129
B,738,0.607142857
B,739,0
B,740,0.518518519
B,741,0.689655172
B,742,0.4
B,743,0.464285714
B,744,0.518518519
B,745,0.142857143
B,746,0.407407407
B,747,0.52
B,748,0
B,749,0.433333333
B,750,0
B,751,0.307692308
B,752,0.653846154
B,753,0.592592593
B,754,0.423076923
B,755,0.538461538
B,756,0.461538462
B,757,0.4
B,758,0.592592593
B,759,0
B,760,0
B,761,0.307692308
B,762,0.37037037
B,763,0
B,764,0.333333333
B,765,0.4
B,766,0.333333333
B,767,0.555555556
B,768,0.777777778
B,769,0.766666667
B,770,0
B,771,0.296296296
B,772,0.444444444
B,773,0.307692308
B,774,0.227272727
B,775,0.5
B,776,0.444444444
B,777,0.464285714
B,778,0.481481481
B,779,0.8
B,780,0.379310345
B,781,0.75
B,782,0.464285714
B,783,0.72
B,784,0.304347826
B,785,0
B,786,0.612903226
B,787,0
B,788,0.636363636
B,789,0.655172414
B,790,0.407407407
B,791,0.333333333
B,792,0.5
B,793,0.592592593
B,794,0.333333333
B,795,0.555555556
B,796,0.678571429
B,797,0.36
B,798,0.461538462
B,799,0.321428571
B,800,0.576923077
B,801,0.655172414
B,802,0.71875
B,803,0.038461538
B,804,0.384615385
B,805,0.580645161
B,806,0
B,807,0.038461538
B,808,0
B,809,0.208333333
B,810,0.75
B,811,0.428571429
B,812,0.481481481
B,813,0.153846154
B,814,0.62962963
B,815,0.333333333
B,816,0.551724138
B,817,0.689655172
B,818,0.62962963
B,819,0.4
B,820,0.291666667
B,821,0.892857143
B,822,0.653846154
B,823,0
B,824,0.434782609
B,825,0.518518519
B,826,0.785714286
B,827,0.620689655
B,828,0.5
B,829,0.709677419
B,830,0.6
B,831,0.466666667
B,832,0.36
B,833,0.458333333
B,834,0.62962963
B,835,0.423076923
B,836,0.5
B,837,0
B,838,0.37037037
B,839,0.793103448
B,840,0.62962963
B,841,0.413793103
B,842,0.535714286
B,843,0.678571429
B,844,0.481481481
B,845,0.259259259
B,846,0.518518519
B,847,0.407407407
B,848,0.347826087
B,849,0.666666667
B,850,0.166666667
B,851,0.230769231
B,852,0.407407407
B,853,0.814814815
B,854,0.36
B,855,0.307692308
B,856,0
C,501,0
C,502,0.238095238
C,503,0.615384615
C,504,0.5
C,505,0
C,506,0.346153846
C,507,0
C,508,0.4
C,509,0.296296296
C,510,0.692307692
C,511,0.870967742
C,512,0.580645161
C,513,0.535714286
C,514,0.12
C,515,0.766666667
C,516,0.689655172
C,517,0.269230769
C,518,0.535714286
C,519,0.576923077
C,520,0.730769231
C,521,0.5
C,522,0.32
C,523,0.038461538
C,524,0
C,525,0
C,526,0.535714286
C,527,0.466666667
C,528,0.633333333
C,529,0.36
C,530,0.5
C,531,0.230769231
C,532,0
C,533,0.444444444
C,534,0.5
C,535,0.666666667
C,536,0.3
C,537,0.16
C,538,0.44
C,539,0.444444444
C,540,0.32
C,541,0.481481481
C,542,0
C,543,0.333333333
C,544,0.16
C,545,0.153846154
C,546,0.655172414
C,547,0.423076923
C,548,0.074074074
C,549,0.838709677
C,550,0.5
C,551,0.580645161
C,552,0.444444444
C,553,0.24
C,554,0.814814815
C,555,0.37037037
C,556,0.461538462
C,557,0.692307692
C,558,0.4
C,559,0.878787879
C,560,0.724137931
C,561,0.32
C,562,0.666666667
C,563,0
C,564,0.407407407
C,565,0.384615385
C,566,0.04
C,567,0.269230769
C,568,0.666666667
C,569,0.64516129
C,570,0.666666667
C,571,0.25
C,572,0
C,573,0.206896552
C,574,0.814814815
C,575,0.111111111
C,576,0.464285714
C,577,0.903225806
C,578,0.366666667
C,579,0.56
C,580,0.36
C,581,0.678571429
C,582,0.576923077
C,583,0.346153846
C,584,0
C,585,0.363636364
C,586,0.36
C,587,0.482758621
C,588,0.785714286
C,589,0.444444444
C,590,0.192307692
C,591,0
C,592,0.5
C,593,0.392857143
C,594,0.724137931
C,595,0.566666667
C,596,0.222222222
C,597,0.592592593
C,598,0.296296296
C,599,0.75
C,600,0.28
C,601,0
C,602,0.333333333
C,603,0.481481481
C,604,0.533333333
C,605,0.538461538
C,606,0.566666667
C,607,0.7
C,608,0.56
C,609,0
C,610,0.538461538
C,611,0.538461538
C,612,0.48
C,613,0.703703704
C,614,0
C,615,0.571428571
C,616,0.259259259
C,617,0.310344828
C,618,0
C,619,0.285714286
C,620,0.52
C,621,0.2
C,622,0.814814815
C,623,0.709677419
C,624,0.821428571
C,625,0.633333333
C,626,0.592592593
C,627,0.838709677
C,628,0.655172414
C,629,0.379310345
C,630,0
C,631,0
C,632,0.48
C,633,0.296296296
C,634,0.416666667
C,635,0.407407407
C,636,0.916666667
C,637,0.607142857
C,638,0
C,639,0.407407407
C,640,0.878787879
C,641,0.333333333
C,642,0.653846154
C,643,0.517241379
C,644,0.32
C,645,0.37037037
C,646,0
C,647,0.344827586
C,648,0.642857143
C,649,0
C,650,0.444444444
C,651,0.375
C,652,0.259259259
C,653,0.407407407
C,654,0.461538462
C,655,0.307692308
C,656,0
C,657,0.2
C,658,0.413793103
C,659,0.392857143
C,660,0.642857143
C,661,0.36
C,662,0.655172414
C,663,0.677419355
C,664,0.24
C,665,0.333333333
C,666,0.592592593
C,667,0.125
C,668,0.666666667
C,669,0.571428571
C,670,0.741935484
C,671,0.740740741
C,672,0.64
C,673,0.5
C,674,0.785714286
C,675,0.482758621
C,676,0.548387097
C,677,0.28
C,678,0.5
C,679,0.148148148
C,680,0.481481481
C,681,0.592592593
C,682,0.115384615
C,683,0.428571429
C,684,0
C,685,0.222222222
C,686,0.481481481
C,687,0.896551724
C,688,0
C,689,0
C,690,0.36
C,691,0
C,692,0.62962963
C,693,0.28
C,694,0
C,695,0.533333333
C,696,0.173913043
C,697,0
C,698,0.64516129
C,699,0.555555556
C,700,0.346153846
C,701,0.766666667
C,702,0.555555556
C,703,0.555555556
C,704,0.518518519
C,705,0.666666667
C,706,0
C,707,0.2
C,708,0.909090909
C,709,0
C,710,0
C,711,0.192307692
C,712,0.5
C,713,0.730769231
C,714,0.37037037
C,715,0.37037037
C,716,0.44
C,717,0.481481481
C,718,0
C,719,0.192307692
C,720,0.266666667
C,721,0.677419355
C,722,0.777777778
C,723,0.428571429
C,724,0.6
C,725,0.481481481
C,726,0.37037037
C,727,0.709677419
C,728,0.586206897
C,729,0.555555556
C,730,0.62962963
C,731,0.407407407
C,732,0.416666667
C,733,0.5
C,734,0.384615385
C,735,0
C,736,0.961538462
C,737,0.448275862
C,738,0.787878788
C,739,0
C,740,0.692307692
C,741,0.733333333
C,742,0.185185185
C,743,0.75862069
C,744,0.666666667
C,745,0.269230769
C,746,0.482758621
C,747,0.785714286
C,748,0
C,749,0.448275862
C,750,0
C,751,0.346153846
C,752,0.48
C,753,0.461538462
C,754,0.444444444
C,755,0.655172414
C,756,0.115384615
C,757,0.208333333
C,758,0.642857143
C,759,0
C,760,0
C,761,0.166666667
C,762,0.458333333
C,763,0
C,764,0.5
C,765,0.36
C,766,0.586206897
C,767,0.62962963
C,768,0.777777778
C,769,0.766666667
C,770,0
C,771,0.566666667
C,772,0.6875
C,773,0.48
C,774,0.2
C,775,0.548387097
C,776,0.538461538
C,777,0.615384615
C,778,0.7
C,779,0.392857143
C,780,0.677419355
C,781,0.4
C,782,0.296296296
C,783,0.862068966
C,784,0.416666667
C,785,0
C,786,0.75
C,787,0
C,788,0.838709677
C,789,0.724137931
C,790,0.714285714
C,791,0.407407407
C,792,0.259259259
C,793,0.451612903
C,794,0.259259259
C,795,0.592592593
C,796,0.481481481
C,797,0.230769231
C,798,0.538461538
C,799,0.285714286
C,800,0.24
C,801,0.24137931
C,802,0.6
C,803,0.111111111
C,804,0.483870968
C,805,0.64516129
C,806,0
C,807,0.28
C,808,0
C,809,0.576923077
C,810,0.724137931
C,811,0.566666667
C,812,0.428571429
C,813,0.44
C,814,0.653846154
C,815,0.321428571
C,816,0.666666667
C,817,0.612903226
C,818,0.321428571
C,819,0.407407407
C,820,0.6
C,821,0.888888889
C,822,0.75862069
C,823,0
C,824,0.44
C,825,0.321428571
C,826,0.714285714
C,827,0.6
C,828,0.576923077
C,829,0.413793103
C,830,0.366666667
C,831,0.37037037
C,832,0.458333333
C,833,0.375
C,834,0.56
C,835,0.344827586
C,836,0.740740741
C,837,0
C,838,0.428571429
C,839,0.535714286
C,840,0.666666667
C,841,0.296296296
C,842,0.5
C,843,0.714285714
C,844,0.571428571
C,845,0.111111111
C,846,0.516129032
C,847,0.730769231
C,848,0.208333333
C,849,0.387096774
C,850,0.25
C,851,0.333333333
C,852,0.692307692
C,853,0.75862069
C,854,0.44
C,855,0.666666667
C,856,0
D,501,0
D,502,0.304347826
D,503,0.653846154
D,504,0.548387097
D,505,0.32
D,506,0.36
D,507,0
D,508,0.785714286
D,509,0.192307692
D,510,0.692307692
D,511,0.785714286
D,512,0.428571429
D,513,0.423076923
D,514,0.08
D,515,0.6875
D,516,0.620689655
D,517,0.24
D,518,0.9
D,519,0.407407407
D,520,0.576923077
D,521,0.172413793
D,522,0.48
D,523,0.407407407
D,524,0
D,525,0
D,526,0.714285714
D,527,0.222222222
D,528,0.333333333
D,529,0.62962963
D,530,0.607142857
D,531,0.153846154
D,532,0
D,533,0.518518519
D,534,0.142857143
D,535,0.689655172
D,536,0.428571429
D,537,0.36
D,538,0.36
D,539,0.607142857
D,540,0.307692308
D,541,0.555555556
D,542,0
D,543,0.5
D,544,0.612903226
D,545,0.36
D,546,0.6875
D,547,0.538461538
D,548,0.111111111
D,549,0.838709677
D,550,0.217391304
D,551,0.517241379
D,552,0.461538462
D,553,0.208333333
D,554,0.925925926
D,555,0.481481481
D,556,0.533333333
D,557,0.615384615
D,558,0.333333333
D,559,0.933333333
D,560,0.517241379
D,561,0.4
D,562,0.724137931
D,563,0
D,564,0.461538462
D,565,0.555555556
D,566,0.115384615
D,567,0.52
D,568,0.56
D,569,0.392857143
D,570,0.833333333
D,571,0.269230769
D,572,0.37037037
D,573,0.586206897
D,574,0.821428571
D,575,0.346153846
D,576,0.689655172
D,577,0.96969697
D,578,0.148148148
D,579,0.428571429
D,580,0.115384615
D,581,0.2
D,582,0.32
D,583,0.461538462
D,584,0
D,585,0.333333333
D,586,0.576923077
D,587,0.7
D,588,0.407407407
D,589,0.444444444
D,590,0.2
D,591,0
D,592,0.714285714
D,593,0.4
D,594,0.448275862
D,595,0.433333333
D,596,0.444444444
D,597,0.64516129
D,598,0.407407407
D,599,0.714285714
D,600,0.346153846
D,601,0
D,602,0.642857143
D,603,0.482758621
D,604,0.517241379
D,605,0.551724138
D,606,0.5
D,607,0.8
D,608,0.222222222
D,609,0
D,610,0.296296296
D,611,0.407407407
D,612,0.48
D,613,0.230769231
D,614,0.222222222
D,615,0.7
D,616,0.230769231
D,617,0.37037037
D,618,0
D,619,0.074074074
D,620,0.56
D,621,0.2
D,622,0.25
D,623,0.4375
D,624,0.516129032
D,625,0.6875
D,626,0.555555556
D,627,0.517241379
D,628,0.666666667
D,629,0.482758621
D,630,0
D,631,0.384615385
D,632,0.555555556
D,633,0.4
D,634,0.25
D,635,0.592592593
D,636,0.7
D,637,0.612903226
D,638,0
D,639,0.777777778
D,640,0.757575758
D,641,0.464285714
D,642,0.740740741
D,643,0.576923077
D,644,0.153846154
D,645,0.083333333
D,646,0
D,647,0.444444444
D,648,0.37037037
D,649,0
D,650,0.678571429
D,651,0.655172414
D,652,0.36
D,653,0.464285714
D,654,0.333333333
D,655,0.444444444
D,656,0
D,657,0.666666667
D,658,0.185185185
D,659,0.571428571
D,660,0.482758621
D,661,0.56
D,662,0.833333333
D,663,0.466666667
D,664,0.464285714
D,665,0.37037037
D,666,0.464285714
D,667,0.28
D,668,0.785714286
D,669,0.75862069
D,670,0.387096774
D,671,0.878787879
D,672,0.344827586
D,673,0.62962963
D,674,0.6
D,675,0.625
D,676,0.714285714
D,677,0.24137931
D,678,0.666666667
D,679,0.2
D,680,0.416666667
D,681,0.5
D,682,0.423076923
D,683,0.5
D,684,0
D,685,0.5
D,686,0.517241379
D,687,0.838709677
D,688,0
D,689,0
D,690,0.230769231
D,691,0
D,692,0.72
D,693,0.444444444
D,694,0
D,695,0.580645161
D,696,0
D,697,0
D,698,0.612903226
D,699,0.28
D,700,0.148148148
D,701,0.741935484
D,702,0.724137931
D,703,0.466666667
D,704,0.586206897
D,705,0.444444444
D,706,0
D,707,0.555555556
D,708,0.727272727
D,709,0
D,710,0
D,711,0.153846154
D,712,0.357142857
D,713,0.703703704
D,714,0.333333333
D,715,0.535714286
D,716,0.375
D,717,0.482758621
D,718,0.4
D,719,0.62962963
D,720,0.741935484
D,721,0.655172414
D,722,0.677419355
D,723,0.741935484
D,724,0.607142857
D,725,0.576923077
D,726,0.44
D,727,0.48
D,728,0.807692308
D,729,0.481481481
D,730,0.586206897
D,731,0.466666667
D,732,0.28
D,733,0.576923077
D,734,0.2
D,735,0
D,736,0.730769231
D,737,0.551724138
D,738,0.612903226
D,739,0.307692308
D,740,0.692307692
D,741,0.625
D,742,0.615384615
D,743,0.555555556
D,744,0.428571429
D,745,0.538461538
D,746,0.6
D,747,0.571428571
D,748,0
D,749,0.555555556
D,750,0
D,751,0.36
D,752,0.814814815
D,753,0.64
D,754,0.12
D,755,0.379310345
D,756,0.407407407
D,757,0.538461538
D,758,0.482758621
D,759,0
D,760,0
D,761,0.166666667
D,762,0.666666667
D,763,0
D,764,0.5
D,765,0.12
D,766,0.833333333
D,767,0.5
D,768,0.407407407
D,769,0.275862069
D,770,0
D,771,0.5
D,772,0.466666667
D,773,0.730769231
D,774,0.392857143
D,775,0.482758621
D,776,0.703703704
D,777,0.346153846
D,778,0.757575758
D,779,0.379310345
D,780,0.483870968
D,781,0.4
D,782,0.482758621
D,783,0.8
D,784,0.48
D,785,0
D,786,0.64516129
D,787,0
D,788,0.642857143
D,789,0.677419355
D,790,0.714285714
D,791,0.4
D,792,0.4
D,793,0.612903226
D,794,0.444444444
D,795,0.653846154
D,796,0.433333333
D,797,0.217391304
D,798,0.68
D,799,0.214285714
D,800,0.28
D,801,0.444444444
D,802,0.709677419
D,803,0.185185185
D,804,0.269230769
D,805,0.64516129
D,806,0
D,807,0.166666667
D,808,0
D,809,0.62962963
D,810,0.733333333
D,811,0.448275862
D,812,0.461538462
D,813,0.678571429
D,814,0.357142857
D,815,0.259259259
D,816,0.392857143
D,817,0.555555556
D,818,0.555555556
D,819,0.375
D,820,0.615384615
D,821,0.862068966
D,822,0.48
D,823,0
D,824,0.555555556
D,825,0.483870968
D,826,0.724137931
D,827,0.482758621
D,828,0.407407407
D,829,0.666666667
D,830,0.466666667
D,831,0.464285714
D,832,0.375
D,833,0.16
D,834,0.538461538
D,835,0.448275862
D,836,0.423076923
D,837,0
D,838,0.333333333
D,839,0.551724138
D,840,0.592592593
D,841,0.333333333
D,842,0.75
D,843,0.344827586
D,844,0.620689655
D,845,0.25
D,846,0.413793103
D,847,0.269230769
D,848,0.730769231
D,849,0.709677419
D,850,0.36
D,851,0.307692308
D,852,0.653846154
D,853,0.677419355
D,854,0.12
D,855,0.5
D,856,0
E,501,0
E,502,0.230769231
E,503,0.592592593
E,504,0.448275862
E,505,0.6
E,506,0.416666667
E,507,0.36
E,508,0.62962963
E,509,0.357142857
E,510,0.714285714
E,511,0.8125
E,512,0.586206897
E,513,0.142857143
E,514,0.2
E,515,0.575757576
E,516,0.357142857
E,517,0.115384615
E,518,0.709677419
E,519,0.615384615
E,520,0.724137931
E,521,0.464285714
E,522,0.192307692
E,523,0.482758621
E,524,0
E,525,0
E,526,0.444444444
E,527,0.366666667
E,528,0.24137931
E,529,0.75
E,530,0.466666667
E,531,0.296296296
E,532,0
E,533,0.592592593
E,534,0.178571429
E,535,0.766666667
E,536,0.655172414
E,537,0.178571429
E,538,0.28
E,539,0.533333333
E,540,0.428571429
E,541,0.333333333
E,542,0
E,543,0.28
E,544,0.833333333
E,545,0.230769231
E,546,0.53125
E,547,0.333333333
E,548,0.333333333
E,549,0.903225806
E,550,0.24
E,551,0.333333333
E,552,0.517241379
E,553,0.357142857
E,554,0.769230769
E,555,0.407407407
E,556,0.566666667
E,557,0.586206897
E,558,0.461538462
E,559,0.727272727
E,560,0.5
E,561,0.346153846
E,562,0.71875
E,563,0
E,564,0.28
E,565,0.655172414
E,566,0.307692308
E,567,0.307692308
E,568,0.48
E,569,0.733333333
E,570,0.774193548
E,571,0.214285714
E,572,0.214285714
E,573,0.64516129
E,574,0.6
E,575,0.379310345
E,576,0.433333333
E,577,0.870967742
E,578,0.310344828
E,579,0.555555556
E,580,0.16
E,581,0.5
E,582,0.52
E,583,0.333333333
E,584,0
E,585,0.4
E,586,0.444444444
E,587,0.6
E,588,0.592592593
E,589,0.482758621
E,590,0.034482759
E,591,0
E,592,0.774193548
E,593,0.290322581
E,594,0.517241379
E,595,0.413793103
E,596,0.482758621
E,597,0.727272727
E,598,0.379310345
E,599,0.5
E,600,0.555555556
E,601,0
E,602,0.633333333
E,603,0.548387097
E,604,0.333333333
E,605,0.586206897
E,606,0.433333333
E,607,0.75
E,608,0
E,609,0
E,610,0.586206897
E,611,0.344827586
E,612,0.423076923
