season,wteam,wscore,lteam,lscore,wloc
A,518,82,553,66,H
A,518,73,592,70,A
A,518,84,593,54,A
A,518,89,604,86,H
A,518,91,634,74,H
A,518,82,635,71,N
A,518,70,641,60,N
A,518,63,645,58,N
A,518,82,651,78,N
A,518,95,655,87,H
A,518,69,674,62,H
A,518,59,768,50,A
A,518,84,769,73,H
A,518,80,812,71,H
A,518,68,827,65,N
A,518,73,850,56,H
A,519,91,502,72,N
A,519,72,580,71,A
A,519,90,580,75,H
A,519,89,580,67,N
A,519,71,682,65,A
A,519,89,682,78,H
A,519,80,687,65,A
A,519,70,687,68,N
A,519,68,690,65,H
A,519,78,749,65,A
A,519,85,752,69,A
A,519,82,762,69,H
A,519,84,762,71,A
A,519,102,791,75,H
A,519,83,791,62,N
A,519,86,792,83,H
A,519,93,792,74,A
A,520,83,503,61,H
A,520,89,503,64,A
A,520,103,508,60,H
A,520,54,529,50,H
A,520,73,529,60,A
A,520,82,537,69,H
A,520,82,537,75,A
A,520,78,560,55,H
A,520,66,639,52,H
A,520,82,669,70,H
A,520,57,719,54,H
A,520,86,719,80,A
A,520,80,756,64,N
A,520,88,798,68,H
A,520,60,817,51,A
A,520,78,836,67,H
A,521,80,543,77,H
A,521,78,575,75,A
A,521,74,650,55,N
A,521,111,734,85,H
A,521,101,742,88,H
A,521,78,767,74,H
A,521,72,788,70,H
A,521,74,794,67,H
A,523,60,593,45,N
A,523,75,593,62,A
A,523,65,619,53,H
A,523,63,665,55,H
A,523,68,683,58,H
A,523,78,683,70,A
A,523,64,693,63,H
A,523,56,747,51,H
A,526,73,582,49,H
A,526,70,582,65,A
A,526,76,620,72,H
A,526,57,620,53,A
A,526,71,621,51,A
A,526,65,621,62,H
A,526,66,621,54,N
A,526,69,680,59,H
A,526,69,681,61,H
A,526,81,699,76,H
A,526,65,713,60,A
A,526,68,713,45,H
A,526,61,730,58,A
A,526,66,792,65,H
A,527,89,534,49,H
A,527,106,611,67,H
A,527,97,616,60,H
A,527,116,648,81,H
A,527,81,651,67,H
A,527,62,668,58,A
A,527,72,717,57,H
A,527,55,731,53,H
A,527,70,731,66,N
A,527,70,737,68,A
A,527,95,746,67,A
A,527,73,746,72,H
A,527,83,764,80,H
A,527,91,778,78,H
A,527,89,778,73,A
A,527,78,813,56,H
A,527,90,827,74,A
A,527,84,843,63,A
A,528,82,570,75,H
A,528,76,576,74,A
A,528,75,611,68,A
A,528,79,611,65,H
A,528,72,612,60,H
A,528,73,615,61,H
A,528,86,615,71,A
A,528,79,657,62,H
A,528,66,657,64,N
A,528,70,700,67,H
A,528,80,700,69,A
A,528,63,712,59,H
A,528,77,712,56,A
A,528,69,712,54,N
A,528,75,730,61,N
A,528,68,799,56,H
A,528,70,813,56,H
A,528,69,828,55,H
A,529,70,503,51,H
A,529,68,503,50,A
A,529,81,537,70,A
A,529,74,537,63,H
A,529,79,550,56,N
A,529,72,581,70,H
A,529,88,635,72,H
A,529,83,639,68,H
A,529,53,690,49,A
A,529,84,719,69,H
A,529,76,798,75,H
A,529,65,798,53,A
A,530,110,548,80,H
A,530,75,562,62,A
A,530,68,562,54,H
A,530,77,575,60,H
A,530,64,575,51,N
A,530,71,587,60,A
A,530,73,587,58,H
A,530,84,606,82,N
A,530,65,624,64,H
A,530,68,626,58,A
A,530,68,678,57,A
A,530,64,678,62,N
A,530,87,703,72,H
A,530,60,714,51,A
A,530,73,714,71,H
A,530,73,749,57,H
A,530,79,749,76,A
A,530,78,780,68,H
A,530,85,802,72,H
A,530,74,802,73,A
A,530,71,834,54,H
A,530,68,846,49,H
A,531,74,558,62,A
A,531,79,561,75,H
A,531,73,612,70,H
A,531,75,612,62,A
A,531,97,616,89,A
A,531,81,642,73,H
A,531,60,657,47,A
A,531,56,704,54,N
A,531,60,715,56,A
A,531,73,854,56,H
A,533,72,504,64,N
A,533,75,517,37,A
A,533,82,517,65,H
A,533,75,531,69,A
A,533,83,555,75,A
A,533,80,561,59,H
A,533,80,611,70,H
A,533,90,616,83,A
A,533,79,642,71,H
A,533,56,642,55,N
A,533,78,644,65,H
A,533,83,644,63,A
A,533,72,692,60,H
A,533,68,755,65,A
A,533,77,777,50,A
A,534,84,544,68,H
A,534,69,548,62,H
A,534,78,548,68,A
A,534,48,677,43,A
A,534,74,685,73,N
A,534,80,696,66,H
A,534,85,696,77,A
A,534,68,704,58,H
A,534,78,746,74,H
A,534,76,800,61,H
A,534,63,834,58,H
A,534,60,855,56,H
A,534,53,855,51,A
A,535,67,520,57,A
A,535,71,552,56,H
A,535,76,552,68,A
A,535,70,574,62,H
A,535,69,574,61,A
A,535,78,622,58,H
A,535,85,622,82,A
A,535,81,626,61,H
A,535,65,635,63,A
A,535,67,654,59,A
A,535,78,654,66,H
A,535,102,661,92,A
A,535,75,665,44,H
A,535,73,690,58,H
A,535,87,732,80,H
A,535,71,845,67,A
A,535,65,845,45,H
A,535,71,851,68,A
A,536,68,502,64,H
A,536,80,502,66,A
A,536,86,526,71,H
A,536,99,565,74,H
A,536,97,597,84,H
A,536,78,613,77,A
A,536,74,650,64,H
A,536,110,683,69,H
A,536,81,754,68,H
A,536,76,822,52,H
A,536,90,824,82,A
A,536,82,824,71,H
A,536,91,842,86,H
A,536,84,852,75,H
A,536,81,852,71,A
A,537,69,503,63,H
A,537,69,503,68,A
A,537,85,639,82,A
A,537,69,671,62,A
A,538,84,552,67,A
A,538,66,565,59,H
A,538,97,565,84,A
A,538,102,566,86,A
A,538,79,566,63,H
A,538,73,566,66,N
A,538,82,582,66,H
A,538,73,612,64,H
A,538,86,620,84,H
A,538,78,713,75,H
A,538,82,724,74,H
A,538,91,774,78,A
A,539,99,511,75,H
A,539,97,512,82,H
A,539,62,573,59,H
A,539,75,616,64,H
A,539,70,673,67,A
A,539,111,713,83,H
A,539,97,725,72,H
A,539,70,726,52,H
A,539,57,726,51,A
A,539,83,755,70,A
A,539,85,783,69,H
A,539,112,804,73,A
A,539,63,818,60,A
A,539,85,818,69,H
A,539,67,840,56,H
A,539,87,841,79,A
A,539,71,841,67,H
A,540,76,543,58,A
A,540,75,590,69,A
A,540,68,590,66,H
A,540,69,594,66,A
A,540,64,594,57,H
A,540,60,605,57,H
A,540,63,610,62,H
A,540,73,634,62,H
A,540,60,667,57,H
A,540,69,761,65,A
A,540,53,784,50,A
A,540,67,784,59,N
A,540,70,809,69,A
A,540,74,816,52,A
A,540,78,850,62,H
A,541,82,534,75,H
A,541,65,555,63,A
A,541,62,555,51,H
A,541,64,558,42,N
A,541,63,589,56,A
A,541,82,589,72,H
A,541,52,589,46,N
A,541,76,627,54,H
A,541,63,627,62,N
A,541,72,653,67,A
A,541,74,653,67,N
A,541,62,658,57,H
A,541,60,766,55,A
A,541,66,766,49,H
A,541,77,775,64,H
A,541,53,775,38,A
A,541,75,798,67,H
A,541,72,826,68,A
A,541,73,836,53,A
A,543,76,590,75,H
A,543,107,594,95,A
A,543,79,605,76,H
A,543,94,634,85,H
A,543,95,634,79,A
A,543,65,650,58,H
A,543,87,667,77,H
A,543,92,761,90,H
A,543,84,809,60,A
A,544,75,534,62,H
A,544,95,548,83,A
A,544,123,548,72,H
A,544,98,571,77,H
A,544,86,579,80,H
A,544,89,677,83,N
A,544,106,800,90,H
A,544,119,800,118,A
A,544,63,813,62,H
A,544,97,834,69,H
A,544,79,855,65,A
A,544,66,855,57,H
A,545,82,550,74,A
A,545,91,553,78,A
A,545,74,553,64,H
A,545,89,598,81,H
A,545,80,740,75,H
A,545,87,740,85,A
A,545,55,740,52,N
A,545,54,813,38,A
A,545,68,813,46,H
A,545,81,814,67,A
A,545,63,817,55,A
A,545,86,848,69,H
A,545,82,848,73,A
A,546,85,510,81,A
A,546,81,573,69,H
A,546,80,583,65,H
A,546,55,635,41,H
A,546,88,642,58,H
A,546,78,651,66,A
A,546,79,660,69,H
A,546,81,749,73,A
A,546,89,771,56,H
A,546,77,772,66,H
A,546,79,790,76,A
A,546,60,801,58,H
A,546,62,815,58,H
A,546,63,816,60,A
A,547,80,510,66,A
A,547,70,550,44,H
A,547,75,586,73,A
A,547,93,586,60,H
A,547,86,598,56,H
A,547,81,600,55,H
A,547,71,600,50,A
A,547,83,720,70,H
A,547,63,747,56,H
A,547,74,752,59,H
A,547,71,832,69,H
A,547,84,833,70,H
A,547,86,850,60,A
A,548,77,677,66,H
A,548,128,800,94,H
A,549,82,515,67,A
A,549,77,539,70,A
A,549,78,546,64,H
A,549,71,573,61,H
A,549,87,573,60,A
A,549,91,624,57,H
A,549,92,651,81,N
A,549,91,660,70,H
A,549,85,660,84,N
A,549,103,664,69,H
A,549,71,666,66,H
A,549,84,673,50,H
A,549,71,771,69,A
A,549,79,771,60,H
A,549,75,772,70,A
A,549,81,780,49,H
A,549,69,780,64,A
A,549,62,780,59,N
A,549,70,789,49,H
A,549,65,801,63,A
A,549,82,816,47,H
A,549,85,818,53,H
A,549,100,838,64,H
A,549,101,852,51,H
A,549,99,853,90,A
A,550,84,510,75,H
A,550,96,545,90,A
A,550,73,547,64,H
A,550,88,598,77,H
A,550,63,600,56,A
A,550,67,600,63,H
A,550,68,848,62,A
A,551,91,510,55,H
A,551,67,540,43,H
A,551,79,545,60,H
A,551,51,577,48,H
A,551,67,595,59,H
A,551,76,598,61,H
A,551,73,606,70,H
A,551,68,662,61,H
A,551,66,668,52,A
A,551,79,673,66,H
A,551,80,695,76,A
A,551,75,708,73,A
A,551,72,769,58,H
A,551,83,814,41,H
A,551,89,830,79,H
A,551,55,839,41,H
A,551,79,848,63,A
A,551,77,850,28,H
A,552,58,508,56,H
A,552,48,574,47,H
A,552,83,622,69,H
A,552,65,627,62,H
A,552,83,851,68,H
A,553,61,600,59,A
A,553,87,610,80,H
A,553,71,848,63,H
A,554,76,540,74,A
A,554,58,540,45,H
A,554,75,543,54,A
A,554,68,545,64,H
A,554,92,545,71,A
A,554,76,550,69,A
A,554,72,553,52,H
A,554,61,590,58,A
A,554,72,590,50,H
A,554,72,594,59,A
A,554,80,594,56,H
A,554,91,605,78,H
A,554,89,634,80,A
A,554,98,667,65,H
A,554,67,743,58,H
A,554,58,752,50,H
A,554,63,784,50,H
A,554,68,784,58,A
A,554,103,809,61,H
A,554,69,809,65,A
A,554,79,850,68,A
A,554,83,850,47,H
A,555,81,517,72,A
A,555,88,517,73,H
A,555,73,533,68,A
A,555,67,533,61,N
A,555,75,561,70,A
A,555,85,616,67,H
A,555,74,616,65,N
A,555,91,642,76,H
A,555,85,642,72,A
A,555,77,644,60,A
A,555,79,644,67,H
A,555,53,674,51,N
A,555,89,692,67,A
A,555,101,766,84,H
A,555,66,854,56,H
A,556,132,602,117,H
A,556,77,617,74,H
A,556,64,637,63,A
A,556,106,676,94,H
A,556,84,677,55,H
A,556,78,698,64,H
A,556,85,716,82,H
A,556,86,791,72,H
A,556,92,820,77,H
A,557,94,502,71,H
A,557,91,502,89,A
A,557,91,516,67,H
A,557,78,536,76,A
A,557,81,536,76,H
A,557,100,536,84,N
A,557,91,556,71,H
A,557,91,597,83,H
A,557,74,613,69,A
A,557,87,754,74,H
A,557,78,812,60,H
A,557,66,824,62,H
A,557,77,824,76,A
A,557,78,836,77,A
A,557,68,852,63,A
A,557,80,852,66,H
A,558,73,517,59,A
A,558,61,531,55,A
A,558,60,596,48,A
A,558,76,644,69,H
A,558,74,854,58,H
A,558,63,854,62,A
A,559,63,527,62,H
A,559,116,544,46,H
A,559,77,554,60,A
A,559,86,589,52,H
A,559,79,595,61,A
A,559,75,603,74,N
A,559,102,611,63,H
A,559,86,625,52,N
A,559,73,668,52,H
A,559,86,712,39,H
A,559,85,717,65,A
A,559,85,717,65,H
A,559,69,731,63,A
A,559,83,737,74,A
A,559,99,737,77,H
A,559,77,746,59,A
A,559,78,746,66,H
A,559,87,764,58,A
A,559,79,764,58,A
A,559,88,778,73,H
A,559,77,778,63,A
A,559,79,786,70,H
A,559,85,786,67,N
A,559,102,788,76,N
A,559,81,829,73,H
A,559,70,829,59,A
A,559,76,830,46,H
A,559,89,843,79,A
A,559,87,843,69,H
A,559,93,854,66,H
A,560,71,523,55,A
A,560,93,523,79,H
A,560,92,571,77,A
A,560,90,571,77,H
A,560,78,571,64,N
A,560,81,593,65,A
A,560,78,593,68,H
A,560,87,619,54,H
A,560,83,619,63,N
A,560,86,622,73,H
A,560,72,665,69,H
A,560,69,665,60,A
A,560,78,683,77,A
A,560,91,683,68,H
A,560,82,693,71,H
A,560,78,693,60,A
A,560,73,747,70,H
A,561,78,517,75,H
A,561,67,531,53,H
A,561,62,534,60,A
A,561,62,534,60,N
A,561,75,558,71,A
A,561,76,558,63,H
A,561,61,567,57,H
A,561,82,644,61,H
A,561,74,838,69,N
A,561,71,854,65,A
A,562,74,566,67,A
A,562,76,575,62,H
A,562,72,587,60,A
A,562,78,626,72,A
A,562,81,678,75,H
A,562,63,683,56,H
A,562,80,724,64,H
A,562,79,749,77,H
A,562,68,749,63,A
A,562,63,767,59,A
A,562,72,802,59,H
A,562,66,846,57,H
A,562,68,846,56,A
A,564,85,702,72,H
A,564,68,702,63,A
A,564,79,727,69,H
A,564,85,754,83,A
A,564,81,807,73,H
A,564,64,817,61,H
A,565,77,564,76,H
A,565,71,566,62,H
A,565,81,652,75,H
A,565,74,696,73,H
A,565,64,747,59,N
A,565,96,774,75,H
A,566,83,565,66,H
A,566,82,621,77,H
A,566,77,621,74,A
A,566,71,713,66,H
A,566,82,774,70,H
A,567,73,517,72,H
A,567,64,531,60,A
A,567,64,531,54,H
A,567,83,544,80,H
A,567,59,558,57,H
A,567,71,558,54,A
A,567,68,561,57,H
A,567,70,612,61,A
A,567,82,616,75,H
A,567,72,642,71,A
A,567,59,692,48,H
A,567,54,728,53,H
A,567,82,828,66,H
A,567,66,854,49,A
A,567,65,854,63,H
A,568,90,510,68,A
A,568,84,510,66,H
A,568,56,546,47,A
A,568,70,547,58,A
A,568,82,550,54,H
A,568,88,586,56,H
A,568,96,586,66,A
A,568,67,586,43,N
A,568,96,588,56,H
A,568,102,598,97,H
A,568,88,598,79,A
A,568,71,600,46,H
A,568,93,642,68,H
A,568,106,661,57,A
A,568,83,661,77,H
A,568,92,661,77,N
A,568,84,674,83,A
A,568,87,692,58,H
A,568,90,809,51,N
A,568,86,832,79,H
A,568,95,832,76,H
A,568,98,833,85,A
A,569,60,523,59,H
A,569,110,548,76,H
A,569,68,552,60,A
A,569,80,553,62,H
A,569,72,578,69,H
A,569,85,579,65,H
A,569,91,610,65,H
A,569,67,641,60,A
A,569,66,641,64,H
A,569,86,655,73,N
A,569,86,664,76,H
A,569,84,741,77,H
A,569,66,775,58,H
A,569,98,851,80,H
A,569,61,853,55,H
A,570,62,528,50,H
A,570,73,533,64,H
A,570,68,550,46,N
A,570,90,611,66,H
A,570,93,615,65,H
A,570,67,615,57,A
A,570,57,700,52,A
A,570,93,700,75,H
A,570,99,712,69,H
A,570,60,712,59,A
A,570,81,799,73,H
A,570,71,799,70,A
A,570,77,828,59,H
A,571,92,523,83,H
A,571,83,523,78,A
A,571,79,593,68,H
A,571,73,619,71,H
A,571,65,619,63,A
A,571,59,665,56,N
A,571,75,683,66,A
A,571,75,683,68,H
A,571,87,693,78,H
A,571,64,838,59,H
A,573,66,546,60,N
A,573,77,579,50,A
A,573,84,625,82,A
A,573,79,654,65,H
A,573,72,657,58,H
A,573,71,715,61,A
A,573,91,757,71,H
A,573,65,771,61,A
A,573,66,780,51,H
A,573,90,784,57,H
A,573,84,835,69,H
A,574,71,512,66,A
A,574,67,529,64,H
A,574,57,537,54,H
A,574,103,552,74,H
A,574,89,622,78,A
A,574,90,622,71,H
A,574,52,647,45,H
A,574,78,654,63,A
A,574,62,654,48,H
A,574,63,671,61,A
A,574,77,690,75,H
A,574,77,728,65,N
A,574,65,836,50,H
A,574,56,844,50,N
A,574,76,845,59,H
A,574,69,845,65,A
A,574,67,851,61,N
A,575,59,562,56,H
A,575,65,587,61,H
A,575,72,624,68,A
A,575,81,626,65,H
A,575,80,645,59,H
A,575,70,654,62,A
A,575,87,749,67,H
A,575,71,749,68,A
A,575,77,752,64,H
A,575,94,820,86,A
A,575,66,846,62,H
A,575,64,846,55,A
A,576,67,528,47,A
A,576,76,528,67,N
A,576,91,570,75,N
A,576,82,570,78,A
A,576,79,611,72,A
A,576,74,611,56,H
A,576,83,611,71,N
A,576,100,615,71,A
A,576,93,615,63,H
A,576,83,622,72,N
A,576,75,635,55,N
A,576,93,644,73,N
A,576,88,657,70,H
A,576,73,657,52,A
A,576,68,681,62,A
A,576,110,700,68,H
A,576,87,700,75,A
A,576,87,712,65,A
A,576,84,712,47,H
A,576,96,799,87,H
A,576,75,799,56,A
A,576,84,799,74,N
A,576,87,813,55,A
A,576,97,828,58,A
A,576,86,828,59,H
A,577,83,551,53,H
A,577,79,570,73,H
A,577,85,595,65,H
A,577,93,595,87,A
A,577,70,625,64,N
A,577,88,628,81,N
A,577,83,662,73,H
A,577,77,662,75,A
A,577,69,679,53,H
A,577,71,695,70,A
A,577,79,695,76,H
A,577,87,712,56,A
A,577,75,723,55,N
A,577,84,747,64,H
A,577,85,810,66,H
A,577,71,815,57,H
A,577,79,830,69,H
A,577,107,833,67,H
A,578,76,503,75,A
A,578,77,560,76,H
A,578,59,569,56,H
A,578,87,596,75,H
A,578,77,624,65,A
A,578,85,641,75,H
A,578,93,719,80,H
A,578,79,745,72,H
A,578,92,805,72,H
A,579,60,534,52,H
A,579,64,534,61,A
A,579,59,534,55,N
A,579,87,544,84,H
A,579,89,548,66,H
A,579,90,548,73,A
A,579,56,677,54,A
A,579,68,724,57,A
A,579,61,724,58,H
A,579,76,834,74,A
A,579,77,834,53,H
A,579,74,855,68,H
A,580,82,508,76,N
A,580,71,569,65,H
A,580,68,654,61,H
A,580,70,672,64,H
A,580,76,682,64,H
A,580,89,762,73,H
A,580,79,762,76,A
A,580,87,792,83,H
A,580,60,797,59,A
A,580,77,797,74,H
A,580,79,809,72,A
A,581,82,503,73,A
A,581,62,503,53,H
A,581,109,520,102,H
A,581,91,520,75,A
A,581,87,520,71,N
A,581,77,529,58,H
A,581,81,537,76,A
A,581,91,537,79,H
A,581,96,639,81,H
A,581,84,639,72,H
A,581,88,658,76,H
A,581,73,669,60,A
A,581,95,681,71,H
A,581,81,719,77,H
A,581,74,746,71,A
A,581,83,775,63,N
A,581,93,796,77,N
A,581,91,798,87,H
A,581,95,798,85,A
A,581,77,798,63,A
A,581,88,836,65,H
A,581,89,836,83,A
A,582,73,566,65,A
A,583,76,509,60,N
A,583,63,510,39,H
A,583,62,540,57,H
A,583,74,553,62,A
A,583,80,557,72,H
A,583,62,635,56,A
A,583,62,678,59,H
A,583,72,723,67,H
A,583,81,743,65,H
A,583,66,743,58,A
A,583,45,816,44,H
A,583,73,825,72,H
A,583,71,847,65,A
A,583,88,847,78,H
A,583,68,850,58,A
A,583,79,850,60,H
A,586,100,510,68,H
A,586,64,550,49,A
A,586,82,661,76,H
A,586,68,740,64,H
A,586,93,850,86,A
A,587,111,548,69,H
A,587,80,575,69,H
A,587,82,594,75,H
A,587,71,626,67,A
A,587,73,626,52,H
A,587,84,678,82,A
A,587,72,678,63,H
A,587,58,711,54,H
A,587,77,714,64,H
A,587,80,749,68,A
A,587,96,749,64,H
A,587,81,836,61,H
A,587,91,846,74,A
A,588,85,594,60,H
A,588,77,648,72,A
A,588,95,648,77,H
A,588,73,745,59,H
A,588,65,745,64,A
A,588,79,776,69,A
A,588,68,838,56,A
A,589,83,503,82,A
A,589,92,555,82,H
A,589,75,566,60,H
A,589,79,611,71,A
A,589,82,627,67,H
A,589,71,653,68,H
A,589,70,653,59,A
A,589,75,658,65,H
A,589,81,679,79,A
A,589,71,704,69,A
A,589,72,704,64,H
A,589,70,704,47,N
A,589,73,762,65,H
A,589,60,766,47,A
A,589,66,766,57,H
A,589,75,782,63,A
A,589,74,782,65,H
A,589,69,782,64,N
A,589,62,834,59,N
A,589,95,838,86,H
A,590,70,558,58,H
A,590,84,594,61,H
A,590,91,634,72,H
A,590,67,667,59,A
A,590,71,745,68,H
A,590,83,784,72,H
A,590,88,809,71,H
A,590,95,848,73,H
A,592,83,545,65,H
A,592,75,599,66,A
A,592,71,650,56,N
A,592,73,655,70,H
A,592,59,674,55,A
A,592,75,674,62,N
A,592,76,721,72,A
A,592,81,769,69,H
A,592,78,784,46,H
A,592,63,790,51,H
A,592,73,790,71,A
A,592,77,827,55,H
A,593,86,571,80,H
A,593,47,600,43,H
A,593,74,619,65,H
A,593,62,665,46,H
A,593,69,693,46,N
A,594,82,558,67,H
A,594,76,590,64,H
A,594,73,596,72,H
A,594,90,634,88,H
A,594,92,645,89,H
A,594,74,667,73,A
A,594,80,712,66,H
A,594,68,752,63,H
A,594,58,752,55,N
A,594,83,809,78,A
A,594,93,809,86,H
A,595,75,551,62,H
A,595,85,573,80,H
A,595,74,592,52,N
A,595,92,594,44,H
A,595,97,619,81,H
A,595,87,633,80,H
A,595,100,662,78,H
A,595,79,665,66,H
A,595,79,695,66,H
A,595,84,708,80,A
A,595,79,740,59,H
A,595,80,813,56,H
A,595,69,830,64,A
A,596,68,569,58,H
A,596,76,589,62,A
A,596,60,641,57,H
A,596,75,648,67,H
A,597,73,502,67,A
A,597,82,502,50,H
A,597,95,536,83,H
A,597,86,557,72,H
A,597,97,565,77,H
A,597,84,613,80,H
A,597,66,657,49,H
A,597,76,701,75,H
A,597,83,725,82,H
A,597,79,754,67,H
A,597,99,754,89,A
A,597,92,756,68,H
A,597,75,781,74,H
A,597,65,821,64,A
A,597,71,821,68,H
A,597,83,824,71,H
A,597,88,824,87,A
A,597,74,852,70,H
A,597,91,852,82,N
A,598,69,547,59,H
A,598,68,550,67,H
A,598,72,553,50,H
A,598,89,586,88,H
A,598,62,600,55,H
A,598,80,600,38,A
A,598,97,833,86,A
A,599,72,546,67,H
A,599,98,566,81,A
A,599,77,569,58,H
A,599,77,569,65,A
A,599,87,578,59,A
A,599,84,578,72,H
A,599,77,596,62,A
A,599,80,610,73,H
A,599,81,611,69,H
A,599,84,620,83,N
A,599,76,635,68,A
A,599,92,641,83,H
A,599,86,663,76,A
A,599,76,741,72,H
A,599,71,771,69,A
A,599,87,775,78,H
A,599,81,779,71,A
A,599,64,789,47,H
A,599,64,831,47,H
A,599,77,853,69,H
A,599,81,853,77,A
A,600,74,510,72,H
A,600,70,586,68,A
A,602,96,509,85,H
A,602,100,509,88,A
A,602,110,538,106,A
A,602,139,571,73,H
A,602,80,583,76,H
A,602,92,583,78,A
A,602,84,610,74,H
A,602,98,743,91,H
A,602,142,800,127,H
A,602,95,847,92,H
A,603,66,527,63,A
A,603,67,527,64,H
A,603,106,555,57,H
A,603,77,559,65,H
A,603,113,566,58,H
A,603,81,573,61,A
A,603,88,578,86,N
A,603,94,606,72,N
A,603,81,666,60,H
A,603,72,668,67,H
A,603,92,668,62,N
A,603,104,683,60,H
A,603,74,717,69,A
A,603,70,717,53,H
A,603,83,746,52,H
A,603,85,764,76,H
A,603,82,764,62,A
A,603,88,777,55,H
A,603,83,786,64,H
A,603,74,789,49,H
A,603,106,829,68,H
A,603,84,829,76,N
A,603,86,843,83,A
A,603,91,843,67,H
A,604,68,504,55,H
A,604,71,515,59,H
A,604,71,592,46,H
A,604,86,592,70,A
A,604,88,600,44,H
A,604,94,606,70,H
A,604,86,633,59,H
A,604,85,655,82,A
A,604,95,667,68,H
A,604,74,674,38,H
A,604,85,731,66,A
A,604,88,769,73,H
A,604,68,790,49,H
A,604,74,790,63,N
A,604,103,809,54,H
A,604,77,827,68,H
A,604,85,831,72,H
A,604,91,833,71,H
A,604,81,848,55,A
A,605,72,516,57,A
A,605,74,543,58,H
A,605,62,590,60,H
A,605,75,594,68,H
A,605,60,600,58,H
A,605,76,608,66,A
A,605,82,634,76,H
A,605,74,667,66,A
A,605,86,761,81,H
A,605,87,848,76,H
A,606,89,510,65,A
A,606,87,540,76,H
A,606,87,551,74,H
A,606,86,577,81,A
A,606,73,577,71,H
A,606,79,595,58,H
A,606,83,595,68,A
A,606,88,651,77,H
A,606,87,658,67,H
A,606,98,662,84,H
A,606,84,662,79,N
A,606,77,670,61,N
A,606,76,695,71,A
A,606,92,695,83,H
A,606,88,695,73,A
A,606,80,708,77,H
A,606,92,708,83,A
A,606,83,721,72,H
A,606,90,830,70,H
A,606,84,830,75,A
A,606,91,833,78,H
